課程名稱,上課地點,開放報名,開課日期,性質
吊升荷重在三公噸以上之固定式起重機(架空式-機上操作)操作人員訓練班第02期,高雄市新興區七賢一路251號14樓,2021/11/02,2021/12/29,在職
創意多媒體影音剪輯實作班第02期,高雄市三民區堯山街8號,2021/11/02,2021/12/02,在職
甲種職業安全衛生業務主管訓練班第01期,高雄市前鎮區一心二路128號11樓之1,2021/11/02,2021/12/02,在職
土地開發與房地產行銷策略班第01期,高雄市苓雅區光華一路206號17樓之5,2021/11/02,2021/12/02,在職
領隊導遊訓練班第02期,高雄市前金區五福三路21號7樓,2021/11/01,2021/12/01,在職
手機攝影微電影班第02期,高雄市鳳山區南京路146號,2021/11/01,2021/12/01,在職
Python機器學習與資料分析班第02期,高雄市前鎮區中山二路2號25樓之5,2021/11/01,2021/12/01,在職
SUP立式划槳訓練B班第01期,高雄市大寮區進學路151號,2021/11/01,2021/12/01,在職
鋼結構工程技術之基礎培訓實務班第02期,高雄市鼓山區中華一路336號5樓-3,2021/11/01,2021/12/01,在職
離岸風電海事工程就業輔導班第三梯次,高雄市茄萣區正大路500號,2021/11/01,2022/01/03,青年
蔬食料理實作班第01期,高雄市仁武區鳳仁路253號1樓,2021/10/31,2021/12/11,在職
月子銀髮膳食製備班第01期,高雄市苓雅區中正一路102號,2021/10/31,2021/12/14,在職
芳療與精油調理技能班第01期,高雄市苓雅區中正一路372號7樓之3,2021/10/31,2021/11/30,在職
咖啡烘焙與感官實務進階班,高雄市新興區七賢一路469號8樓之3,2021/10/31,2021/11/30,在職
堆高機操作人員訓練班第06期,高雄市前鎮區瑞隆路472號2樓,2021/10/31,2021/11/30,在職
農產品應用實作班第02期,高雄市鳳山區南京路330巷7號,2021/10/31,2021/11/30,在職
滿足味蕾中式點心班第01期,高雄市左營區民族一路679號,2021/10/30,2021/11/29,在職
傳統整復推拿班第01期,高雄市前鎮區鎮中路6號8樓,2021/10/30,2021/11/29,在職
咖啡萃取與拉花技能實務班,高雄市新興區七賢一路469號8樓之3,2021/10/29,2021/11/29,在職
手機拍攝技巧實務班第01期,高雄市苓雅區光華一路206號17樓之5,2021/10/29,2021/11/28,在職
辦公室文書與雲端運用實務班,高雄市鳳山區光遠路226號B1,2021/10/29,2021/12/05,在職
品牌策略與網路行銷實戰班第01期,高雄市苓雅區光華一路206號17樓之5,2021/10/29,2021/12/18,在職
調解與訴訟實務班第02期,高雄市三民區博愛一路391號3F-1,2021/10/29,2021/11/28,在職
會計技能實務班第02期,高雄市湖內區正義一路299巷2弄19號,2021/10/29,2021/11/28,在職
BS23托育人員職前平日班 第01期,高雄市,2021/10/29,2021/11/22,職前
前端工程師就業養成班,高雄市前金區中正四路211號8樓之1 (資展國際(原資策會)-高雄訓練中心課程(華國金融中心-捷運舊市議會站2號出口),2021/10/29,2021/12/30,青年
居家綠能智慧水電應用實作初階班,高雄市前金區中華四路283號5樓(502教室),2021/10/28,2021/11/27,在職
化妝品配方設計與調製實作班第02期,高雄市前金區中華三路中華三路77-1號12樓之1訓練教室(三),2021/10/28,2021/11/27,在職
清潔人員基礎班第01期,高雄市新興區民族二路97號10樓,2021/10/28,2021/12/25,在職
西點麵包烘焙人員訓練班第01期,高雄市苓雅區中正一路102號,2021/10/28,2021/11/27,在職
中階主管管理才能訓練班第01期,高雄市新興區中山二路472號12樓之12,2021/10/28,2021/12/11,在職
Excel VBA大數據資料分析自動化設計班第02期,高雄市三民區中山一路318號3樓電腦教室,2021/10/28,2021/12/19,在職
工安職災事故處理班,高雄市苓雅區中正一路249號5樓-2,2021/10/28,2021/11/27,在職
急救人員訓練班第01期,高雄市三民區十全一路100號,2021/10/28,2021/11/27,在職
Cisco網路建置實務班第02期,高雄市前鎮區中山二路2號25樓之5,2021/10/28,2021/11/27,在職
棒針趣味編織實務班第02期,高雄市鳳山區維新路122號11樓,2021/10/28,2021/11/27,在職
土地相關稅法及土地登記實務訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2021/10/28,2021/11/27,在職
APMA美國國際專案管理師培訓班第01期,高雄市苓雅區中正二路175號13樓之3 高雄信義館K133,2021/10/28,2021/11/27,在職
美容技能專修班,高雄市三民區建國二路34號13樓,2021/10/26,2021/11/25,在職
數位影音剪輯與YouTube行銷實務班第01期,高雄市前鎮區中山二路2號25樓之5,2021/10/26,2021/12/21,在職
荷重在一公噸以上之堆高機操作人員班第03期,高雄市鳳山區經武路58號6樓,2021/10/26,2021/12/22,在職
證券交易分析實務班,高雄市苓雅區中正一路249號7樓,2021/10/26,2021/12/23,在職
社群媒體行銷班第01期,高雄市苓雅區光華一路206號17樓之5,2021/10/25,2021/12/29,在職
體適能運動鍛鍊班第01期,高雄市苓雅區武廟路124號2樓,2021/10/23,2021/12/27,在職
無人機專業飛手操作訓練班第三梯次,高雄市內門區大學路200號,2021/10/21,2021/12/24,青年
固定式起重機架空式機上操作人員訓練班第03期,高雄市前鎮區瑞隆路472號2樓,2021/10/18,2021/12/22,在職
平面商業廣告設計班第01期,高雄市鳳山區五甲二路529巷40號,2021/10/17,2021/12/01,在職
期股操盤實戰班第01期,高雄市苓雅區中正一路249號7樓之1,2021/10/17,2021/12/28,在職
國有土地購買及承租實務班第01期,高雄市三民區九如二路150號17樓,2021/10/15,2021/12/19,在職
咖啡拉花實務班第01期,高雄市新興區和平一路199號8樓,2021/10/15,2021/12/05,在職
動力小船輪機維護技能班第01期,高雄市前鎮區漁港南一路35號3F,2021/10/14,2021/12/25,在職
光固化3D列印機DIY組裝開發實務班第02期,高雄市前鎮區中山三路132號2樓 (塑膠中心),2021/10/14,2021/12/23,在職
智慧零售資訊應用開發人才培訓班,高雄市燕巢區大學路1號,2021/10/12,2021/12/27,青年
不動產仲介暨商圈經營實務班第01期,高雄市三民區九如二路150號17樓,2021/10/11,2021/12/22,在職
民俗調理業腳底按摩從業實務職能訓練班第02期,高雄市前金區中華四路283號5樓(502教室),2021/10/11,2021/12/22,在職
韓語會話與職場常用語實務班第02期,高雄市鳳山區維新路124號,2021/10/10,2021/12/14,在職
食物製備實作料理班,高雄市左營區民族一路679號1樓,2021/10/10,2021/12/28,在職
傳統整復推拿初級技術員職能基準單元課程班第01期,高雄市三民區建工路747號2樓,2021/10/08,2021/12/05,在職
FDM型3D列印機DIY組裝開發實務班第02期,高雄市前鎮區中山三路132號2樓 (塑膠中心),2021/10/08,2021/12/30,在職
LINE@暨社群行銷策略實務班第01期,高雄市鳳山區光遠路226號B1,2021/10/07,2021/12/25,在職
人工智慧應用碩士學分班第01期,高雄市燕巢區大學路1號電資學院大樓B208室,2021/10/06,2021/12/11,在職
生活日文會話入門班,高雄市前金區中華四路283號5樓,2021/10/02,2021/12/15,在職
綜合銲接 第02期,高雄市,2021/10/01,2021/11/02,職前
室內及工業配線 第03期,高雄市,2021/10/01,2021/11/09,職前
冷凍空調配線 第02期,高雄市,2021/10/01,2021/11/09,職前
國際行銷與內容行銷應用班第二梯次,高雄市苓雅區三多一路186號,2021/10/01,2021/12/27,青年
國際行銷與內容行銷應用班第一梯次,高雄市內門區大學路200號,2021/10/01,2021/12/27,青年
太陽光電設置班 第01期,高雄市,2021/09/30,2021/10/25,職前
NA26照服職前班 第01期,高雄市,2021/09/29,2021/10/21,職前
公寓大廈事務管理人員技能訓練班,高雄市三民區民族一路76號B1,2021/09/28,2021/12/08,在職
歐風香草料理班第01期,高雄市苓雅區中正一路102號,2021/09/27,2021/11/29,在職
網路影音創作與平台操作班第01期,高雄市苓雅區光華一路206號17樓之5,2021/09/25,2021/12/31,在職
智慧機械與3D模型設計製作實務班(青年專班)第01期,(807)高雄市三民區建國二路255號2樓,2021/09/25,2021/10/28,青年
電子商務與網路行銷設計班(青年專班)第01期,(807)高雄市三民區建國二路255號2樓,2021/09/24,2021/10/29,青年
消費者保護法與消費爭議案例解析實務班第01期,高雄市苓雅區中正一路372號6樓之1,2021/09/23,2021/11/28,在職
Excel 函數與巨集之商務整合應用班第01期,高雄市三民區中山一路318號,2021/09/22,2021/12/26,在職
職場財務會計EXCEL應用班第01期,高雄市前金區五福三路21號7樓,2021/09/22,2021/12/29,在職
Photoshop數位編修技能應用班第01期,高雄市前金區五福三路21號7樓,2021/09/22,2021/12/28,在職
傳統經絡調理手技實作班第02期,高雄市苓雅區中正一路249號7樓之1,2021/09/22,2021/12/27,在職
共有不動產多數決處分與優先購買權實務進階班第01期,高雄市苓雅區光華一路206號17樓之5,2021/09/22,2021/12/23,在職
綜合調解員訓練班第05期,高雄市三民區博愛一路391號3樓之1,2021/09/22,2021/12/21,在職
時尚內搭衣與絲巾領外套打版實作班第01期,高雄市苓雅區福德二路77號,2021/09/22,2021/12/25,在職
口語表達暨主持人訓練實務班,高雄市鳳山區光遠路226號B1,2021/09/22,2021/12/28,在職
AutoCAD電腦輔助機械製圖班第01期,高雄市三民區建國二路255號2樓,2021/09/22,2021/12/05,在職
丙種職業安全衛生業務主管訓練班第01期,高雄市新興區七賢一路251號14樓,2021/09/22,2021/12/23,在職
套房裝修與投資管理實務班第03期,高雄市三民區博愛一路391號3F-1,2021/09/20,2021/12/22,在職
有機溶劑作業主管教育訓練班第02期,高雄市苓雅區中正一路315號4樓之1,2021/09/18,2021/11/29,在職
電商經營行銷與網頁設計培訓班第01期,(802)高雄市苓雅區和平一路116號,2021/09/17,2021/10/29,青年
攝影技巧綜合實務班第01期,高雄市苓雅區中正二路175號13樓之3,2021/09/17,2021/12/26,在職
金工設計蠟雕班第01期,高雄市前鎮區中山三路132號,2021/09/16,2021/11/28,在職
國土計畫法及高雄市國土計畫實務解析班第01期,高雄市三民區九如二路150號17樓,2021/09/16,2021/12/19,在職
IPMA國際專案管理初階實務應用實戰班第01期,高雄市鳳山區光遠路226號B1,2021/09/16,2021/12/18,在職
電商文案設計企劃班第01期,(830)高雄市鳳山區光遠路181號,2021/09/14,2021/10/26,青年
機械設計與python應用班第01期,(800)高雄市新興區中山一路243號,2021/09/14,2021/10/29,青年
會展產業(MICE)人才培訓 第3期,高雄市,2021/09/13,2021/11/16,職前
物流從業人員 第03期,高雄市,2021/09/13,2021/11/16,職前
旅遊從業人員 第04期,高雄市,2021/09/13,2021/12/14,職前
電腦輔助創意設計與製造 第03期,高雄市,2021/09/13,2021/11/16,職前
室內及工業配線 第02期,高雄市,2021/09/13,2021/11/25,職前
國際貿易行銷 第04期,高雄市,2021/09/13,2021/12/14,職前
機電控制 第02期,高雄市,2021/09/13,2021/11/16,職前
銲接班 第01期,高雄市,2021/09/13,2021/11/16,職前
智慧電子實務應用 第02期,高雄市,2021/09/13,2021/11/23,職前
日文N5會話應用班第01期,高雄市前金區中華四路283號5樓,2021/09/12,2021/12/28,在職
CNC銑床第01期,高雄市,2021/09/09,2021/10/25,在職
可程式控制第02期,高雄市,2021/09/09,2021/10/23,在職
工業用管配管第01期,高雄市,2021/09/09,2021/10/23,在職
油壓控制基礎第01期,高雄市,2021/09/09,2021/10/23,在職
電商平台暨社群媒體行銷整合實務班(青年專班)第01期,(807)高雄市三民區中山一路318號,2021/09/08,2021/10/29,青年
時尚理燙髮造型設計專業人員培訓班 第01期,高雄市,2021/09/06,2021/10/05,職前
國際商用日文應用班,高雄市前金區中華四路283號5樓(502教室),2021/09/05,2021/12/10,在職
手機微電影拍攝剪輯創作班,高雄市苓雅區中正二路175號13樓之3,2021/09/03,2021/12/26,在職
堆高機操作人員安全衛生訓練班第03期,高雄市新興區七賢一路251號14樓,2021/09/01,2021/12/28,在職
國際數位行銷應用班,高雄市內門區大學路200號,2021/09/01,2022/03/07,青年
無人機專業飛手操作訓練班第四梯次,高雄市苓雅區三多一路186號,2021/08/31,2022/06/10,青年
銲接班 第02期,高雄市,2021/08/30,2021/11/02,職前
智慧自走車系統設計與3D製作班 第01期,高雄市,2021/08/13,2021/10/26,職前
建築物室內裝修設計暨裝潢木工實務班 第01期,高雄市,2021/08/13,2021/10/25,職前
3D電腦繪圖與智能感測產品設計班 第01期,高雄市,2021/08/12,2021/10/21,職前
雲端平台建置與智慧型網站設計培訓班,高雄市苓雅區中正二路30號,2021/08/07,2022/02/15,在職
雲世代資通安全管理與技術人才培育班,高雄市燕巢區大學路1號,2021/08/06,2022/01/17,青年
Python大數據分析應用設計實務班第01期,高雄市三民區建國二路255號2樓,2021/08/05,2022/01/09,在職
BS09托育人員職前平日班 第02期,高雄市,2021/08/01,2021/11/01,職前
NA16照服職前班 第01期,高雄市,2021/07/27,2021/08/18,職前
房屋裝修工程管理人才育成班 第01期,高雄市,2021/07/25,2021/10/12,職前
晶生金飾文創商品設計班 第01期,高雄市,2021/07/22,2021/11/02,職前
雲端物聯網與邊緣運算應用班第01期,高雄市三民區中山一路318號,2021/07/16,2022/02/09,在職
AutoCAD繪圖與設計實務班 第01期,高雄市,2021/07/14,2021/10/06,職前
創意雷雕產品設計與實作班 第01期,高雄市,2021/07/14,2021/09/10,職前
雲端AI智慧型助理機器人設計開發班第01期,高雄市三民區堯山街8號,2021/07/14,2021/11/27,在職
國際銲接技師培訓專班第二梯,高雄市楠梓區高楠公路1001號,2021/07/13,2021/08/26,青年
樹莓派微控制機械手臂設計與Python應用班 第01期,高雄市,2021/07/12,2021/09/14,職前
NA31照服職前班 第01期,高雄市,2021/07/12,2021/09/13,職前
AI深度學習實務班,80660高雄市前鎮區中山二路2號25樓之5(第二教室10702),2021/07/11,2021/08/11,在職
女子美髮(丙)職能基準課程(丙) 第01期,高雄市,2021/07/07,2021/11/03,職前
Python Django網站框架與資料庫於伺服器端程式設計實務班第01期,高雄市三民區中山一路318號,2021/07/04,2022/03/21,在職
NA24照服職前班 第01期,高雄市,2021/07/01,2021/09/13,職前
互動遊戲、遊戲美術與數位3D動畫設計訓練班,高雄市內門區大學路200號,2021/06/25,2021/07/05,青年
美學及藝術設計行銷人才培訓班,高雄市內門區大學路200號,2021/06/25,2021/07/05,青年
2D動畫基礎訓練班,高雄市內門區大學路200號,2021/06/25,2021/07/05,青年
電腦動畫人才培訓班第三梯次,高雄市內門區大學路200號,2021/06/25,2021/09/13,青年
智慧自動化之工業伺服系統關鍵技術人才培育班B,高雄市楠梓區卓越路2號,2021/06/25,2022/06/27,青年
IoT感測控制及視覺分析開發班第01期,高雄市苓雅區三多一路186號(行政大樓8樓),2021/06/24,2022/03/05,在職
養生SPA暨足體紓壓培訓班 第01期,高雄市,2021/06/18,2021/11/04,職前
工業機械製圖與3D模具設計人才培訓班 第01期,高雄市,2021/06/15,2021/09/07,職前
電腦繪圖與產品設計應用班 第01期,高雄市,2021/06/11,2021/10/12,職前
Python程式設計碩士學分班第02期,高雄市三民區建工路415號,2021/06/10,2022/03/05,在職
