課程名稱,上課地點,開放報名,開課日期,性質
西點麵包烘焙職能訓練班 第01期,高雄市,2022/02/16,2022/08/05,職前
食尚異國料理職能培訓班 第01期,高雄市,2022/02/16,2022/04/19,職前
NA03照服職前班 第01期,高雄市,2022/02/16,2022/03/09,職前
智慧機械3D建模設計與製造應用實務班 第01期,高雄市,2022/02/16,2022/04/20,職前
水彩凝膠彩繪設計班第01期,高雄市鼓山區文忠路108號3樓,2022/02/15,2022/03/15,在職
吊升荷重在三公噸以上之固定式起重機(架空型─機上操作)人員教育訓練班第01期,高雄市楠梓區楠梓新路393號2樓,2022/02/15,2022/03/15,在職
Photoshop視覺設計與影像合成處理班,高雄市三民區博愛一路287號9樓,2022/02/15,2022/03/15,在職
勞動基本權與救濟實務班第01期,高雄市苓雅區中山二路412號6樓之3,2022/02/15,2022/03/15,在職
清潔用品＆化妝保養品班第01期,高雄市三民區晉元街67號,2022/02/15,2022/03/15,在職
實用日語會話應用班第01期,高雄市鳳山區維新路124號D棟11樓之3,2022/02/15,2022/03/15,在職
泰語會話班第01期,高雄市楠梓區高雄大學路700號,2022/02/15,2022/04/26,在職
網路行銷班第01期,高雄市鳳山區五甲二路529巷40號,2022/02/15,2022/03/15,在職
元宇宙智慧展演與沉浸式行銷人才訓練班第一梯次,高雄市楠梓區高雄大學路700號,2022/02/15,2022/06/27,青年
物聯網數位雙生應用開發人才訓練班第一梯次,高雄市楠梓區高雄大學路700號,2022/02/15,2022/07/11,青年
歐式麵包實作班第01期,高雄市大寮區正氣路79號(博愛大樓烘焙三教室),2022/02/14,2022/03/12,在職
花藝設計技能進階班第01期,高雄市前鎮區鎮中路6號9樓,2022/02/14,2022/03/12,在職
日語會話實務班第01期,高雄市鳳山區維新路122號11樓,2022/02/14,2022/03/12,在職
AutoCAD電腦輔助機械製圖班第01期,高雄市三民區建國二路255號2樓,2022/02/14,2022/04/06,在職
買賣房屋評估與改建工程實務班第01期,高雄市苓雅區光華一路206號17樓之5,2022/02/14,2022/03/14,在職
AutoCAD電腦繪圖設計實務應用班,高雄市三民區博愛一路287號9樓,2022/02/14,2022/03/14,在職
中餐烹調技能班第01期,高雄市仁武區鳳仁路253號1樓,2022/02/14,2022/03/14,在職
傳統整復推拿班第01期,高雄市前鎮區鎮中路6號8樓,2022/02/14,2022/03/14,在職
手作拼布包進階班第01期,高雄市前鎮區鎮中路6號8樓,2022/02/14,2022/03/14,在職
手機拍攝技巧與APP後製應用班第01期,高雄市新興區民族二路97號10樓,2022/02/14,2022/03/14,在職
職場實用英語應用班第01期,高雄市鳳山區維新路124號D棟11樓之3,2022/02/14,2022/03/14,在職
民俗調理業傳統整復推拿技術員職能課程班第01期,高雄市大寮區鳳屏一路556~560號2樓,2022/02/13,2022/03/12,在職
新多益能力提升基礎班第01期,高雄市前金區中華四路283號5樓(501教室),2022/02/13,2022/03/12,在職
西點蛋糕製作班,高雄市新興區七賢二路7號,2022/02/13,2022/03/12,在職
手機微電影拍攝剪輯初階班第01期,高雄市苓雅區中正二路175號13樓之3,2022/02/13,2022/05/28,在職
城市夜景攝影拍攝技法與後製秘技班第01期,高雄市苓雅區中正二路153號13樓之3,2022/02/13,2022/03/12,在職
RPA機器人網路爬蟲與資料處理實務班第01期,高雄市苓雅區中正二路175號十三樓之3,2022/02/13,2022/03/13,在職
西點麵包烘焙人員訓練班第01期,高雄市苓雅區中正一路102號,2022/02/13,2022/03/12,在職
新娘秘書實務班第01期,高雄市新興區民族二路97號10樓,2022/02/13,2022/03/12,在職
ISO45001職業安全衛生管理系統實務班第01期,高雄市新興區中山二路472號12樓之12,2022/02/13,2022/03/13,在職
EXCEL活用函數與關鍵技巧應用班,高雄市三民區博愛一路287號9樓,2022/02/13,2022/03/13,在職
人像Lightroom+Photoshop後製實務班第01期,高雄市苓雅區中正二路153號13樓之3,2022/02/13,2022/03/13,在職
傳統整復推拿基礎經絡與刮痧拔罐調理手法班第01期,高雄市前金區中華四路283號5樓,2022/02/13,2022/03/13,在職
商務英文書信寫作班第01期,高雄市前金區大同二路145號5樓之五,2022/02/13,2022/03/13,在職
兒童肢體開發遊戲設計及運用班第01期,高雄市新興區民生一路321號(二樓),2022/02/13,2022/03/13,在職
Python大數據資料分析統計應用實務班第02期,高雄市三民區中山一路318號3樓電腦教室,2022/02/13,2022/03/13,在職
NA02照服職前班 第01期,高雄市,2022/02/12,2022/03/01,職前
職業安全衛生管理員安全衛生教育訓練班第01期,高雄市楠梓區楠梓新路393號3樓第3訓練教室,2022/02/11,2022/03/11,在職
手機拍攝技巧與APP後製應用班第01期,高雄市新興區民族二路97號10樓,2022/02/11,2022/03/11,在職
採購策略與談判協商實務班第01期,高雄市前金區大同二路145號5樓之五,2022/02/11,2022/03/11,在職
芳香療法實務班第01期,高雄市苓雅區中正一路372號7樓之3,2022/02/11,2022/03/11,在職
美容技能實務班第01期,高雄市新興區民族二路97號9樓,2022/02/11,2022/03/11,在職
韓式編髮與快速剪髮班第01期,高雄市三民區晉元街67號,2022/02/11,2022/03/11,在職
土地登記實務學士學分班第01期,高雄市苓雅區中正二路30號8樓,2022/02/11,2022/03/11,在職
土地開發與規劃實務訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/02/10,2022/03/10,在職
職場應用日語會話班第01期,高雄市三民區民族一路900號,2022/02/10,2022/03/10,在職
美髮進階班第01期,高雄市新興區民族二路97號10樓,2022/02/10,2022/03/10,在職
精緻快速剪髮培訓班 第01期,高雄市,2022/02/10,2022/03/07,職前
網路資安工程師國際雙證培訓班第一梯次,高雄市前鎮區一心一路243號4樓之一,2022/02/10,2022/05/10,青年
軟硬體共同設計人才培育第一梯次,高雄市苓雅區和平一路116號,2022/02/10,2022/12/02,青年
商務英語會話班第01期,高雄市三民區民族一路900號,2022/02/09,2022/03/09,在職
實用韓語訓練班第01期,高雄市三民區民族一路900號,2022/02/09,2022/03/09,在職
美甲技能實務班第01期,高雄市新興區民族二路97號10樓,2022/02/09,2022/03/09,在職
Illustrator美工繪圖設計技巧實務班,高雄市三民區博愛一路287號9樓,2022/02/09,2022/03/09,在職
新多益單字與文法實力培訓班,高雄市三民區博愛一路287號9樓,2022/02/09,2022/03/09,在職
不動產經紀營業員專業訓練班第01期,高雄市前鎮區民權二路462號11樓,2022/02/09,2022/03/09,在職
編髮造型與快速剪髮技能班第01期,高雄市三民區晉元街67號,2022/02/09,2022/03/09,在職
美容進階班第01期,高雄市新興區民族二路97號9樓,2022/02/09,2022/03/09,在職
經絡芳香SPA保健應用班,高雄市三民區建國二路34號13樓,2022/02/09,2022/03/09,在職
不動產投資學士學分班第01期,高雄市苓雅區中正二路30號8樓,2022/02/09,2022/03/09,在職
農地開發利用與分割處理實務班第02期,高雄市前金區中華四路283號5樓,2022/02/08,2022/03/08,在職
ERP企業資源整合與會計管理實務班 第01期,高雄市,2022/02/08,2022/03/31,職前
Python程式設計碩士學分班第01期,高雄市三民區建工路415號,2022/02/07,2022/03/07,在職
電路設計及封裝測試整合技術人才培訓班第一梯次,高雄市楠梓區高雄大學路700號,2022/02/07,2022/06/29,青年
Power BI商業智慧數據分析實務班第01期,高雄市前鎮區中山二路2號25樓之5,2022/02/01,2022/03/01,在職
智慧製造及大數據人才培訓班第一梯次,高雄市苓雅區成功一路232號15樓,2022/02/01,2022/12/06,青年
電動車機電整合工程師就業培訓班第一梯次,高雄市前鎮區一心一路243號4樓-1,2022/02/01,2022/10/04,青年
多益商務英語技能訓練班第01期,高雄市三民區民族一路900號,2022/01/28,2022/03/08,在職
品牌策略與網路行銷實戰班第01期,高雄市苓雅區光華一路206號17樓之5,2022/01/28,2022/03/08,在職
堆高機操作人員訓練班第01期,高雄市前鎮區瑞隆路472號2樓,2022/01/28,2022/03/08,在職
美睫職場技能實務班第01期,高雄市新興區民族二路97號9樓,2022/01/28,2022/03/08,在職
生活家飾彩繪實務班第01期,高雄市前鎮區鎮中路6號8樓,2022/01/28,2022/03/08,在職
AutoCAD電腦繪圖(2D)學士學分班第01期,高雄市苓雅區中正二路30號8樓,2022/01/28,2022/03/08,在職
實用韓文會話班,高雄市苓雅區中正二路175號13樓之3,2022/01/27,2022/03/07,在職
LINE@行銷技巧運用實務班,高雄市鳳山區光遠路226號B1,2022/01/27,2022/03/07,在職
職場實用日語班第01期,高雄市前鎮區民權二路8號25樓,2022/01/27,2022/03/07,在職
製造現場改善實戰技巧實務班第01期,高雄市楠梓區高楠公路1001號2樓教室,2022/01/27,2022/09/13,在職
西餐料理烹調實務班第01期,高雄市苓雅區中正一路102號,2022/01/27,2022/03/07,在職
不動產稅法學士學分班第01期,高雄市苓雅區中正二路30號8樓,2022/01/27,2022/03/07,在職
AutoCAD電腦輔助繪圖初階班第01期,高雄市鳳山區五甲二路529巷40號,2022/01/27,2022/03/07,在職
中式麵食加工班第01期,高雄市鳳山區和平路42號,2022/01/27,2022/05/28,在職
中餐烹調班第01期,高雄市鳳山區和平路42號,2022/01/27,2022/02/27,在職
總舖師辦桌班第01期,高雄市鳳山區和平路42號,2022/01/26,2022/03/06,在職
勞工保險爭議審議實務班第03期,高雄市三民區博愛一路391號3F-1,2022/01/26,2022/03/06,在職
拼布創作技巧班第01期,高雄市新興區和平一路199號8樓,2022/01/25,2022/03/06,在職
職場法律實務班第02期,高雄市前金區旺盛街186號7樓之4,2022/01/25,2022/03/06,在職
營造業甲種職業安全衛生業務主管教育訓練班第01期,高雄市苓雅區中正一路315號4樓之2,2022/01/25,2022/03/06,在職
PhotoShop影像處理與OpenShot影音剪輯製作班第01期,高雄市三民區中山一路318號,2022/01/25,2022/03/06,在職
外匯交易實務應用班第02期,高雄市苓雅區中正二路175號13樓之3,2022/01/25,2022/03/06,在職
心智圖法創新思考與工作管理實務應用班第01期,高雄市鼓山區中華一路336號5樓之3訓練教室,2022/01/25,2022/03/13,在職
兒童感覺統合及語言發展遊戲運用班第01期,高雄市苓雅區中山二路412號6樓之3,2022/01/25,2022/03/05,在職
中階主管管理才能訓練班第01期,高雄市新興區中山二路472號12樓之12,2022/01/24,2022/03/05,在職
辦公室軟體Word、Excel與PowerPoint整合應用班第01期,高雄市三民區中山一路318號,2022/01/24,2022/03/05,在職
社會保險理賠實務進階班,高雄市苓雅區中正一路249號5樓-2,2022/01/24,2022/03/05,在職
Wordpress暨臉書投放廣告實務班,高雄市鳳山區光遠路226號B1,2022/01/24,2022/03/05,在職
不動產經紀營業員進階訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/01/24,2022/02/24,在職
營造業甲種職業安全衛生業務主管教育訓練班第01期,高雄市小港區漢民路232號5樓,2022/01/24,2022/02/24,在職
財產繼承與相關稅務規劃實務班第01期,高雄市前金區中華四路283號5樓,2022/01/24,2022/02/24,在職
藝術美甲花系列沙龍班第01期,高雄市三民區晉元街67號,2022/01/24,2022/03/05,在職
皮件設計與打版實作班第01期,高雄市新興區和平一路199號8樓,2022/01/24,2022/03/05,在職
BIM建築實務應用班第一梯次,高雄市苓雅區四維三路6號4樓A6,2022/01/24,2022/08/23,青年
新媒體數位行銷人才訓練班第01期,高雄市三民區博愛一路391號3樓之1,2022/01/23,2022/03/04,在職
水肺潛水人員訓練班第01期,高雄市楠梓區海專路142號,2022/01/23,2022/03/04,在職
吊升荷重在三公噸以上固定式起重機-機上操作訓練班第01期,高雄市前鎮區一心二路128號11樓之1,2022/01/23,2022/03/04,在職
辦公室軟體應用實務班第01期,高雄市三民區堯山街8號,2022/01/22,2022/02/22,在職
出流管制及排水工程實務班第02期,高雄市鼓山區中華一路336號5樓-3,2022/01/22,2022/02/22,在職
民法及土地相關法規與信託實務訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/01/22,2022/03/03,在職
Python入門與資料分析實作班第01期,高雄市三民區堯山街8號,2022/01/21,2022/02/21,在職
傳統整復推拿初級技術員職能基準單元課程(青草膏包紮及刮痧與拔罐)班第01期,高雄市三民區建工路747號2樓,2022/01/21,2022/02/21,在職
電子商務行銷與雲端工具運用實務班第01期,高雄市新興區中山二路472號12樓之12,2022/01/21,2022/04/14,在職
會計技能實務班第03期,高雄市湖內區正義一路299巷2弄19號,2022/01/20,2022/02/20,在職
影音媒體創作企劃培訓班第01期,高雄市苓雅區光華一路206號17樓之5,2022/01/20,2022/02/20,在職
中小企業稅務申報實務班第01期,高雄市湖內區正義一路299巷2弄19號,2022/01/20,2022/02/20,在職
辦公室文書與雲端運用實務班,高雄市鳳山區光遠路226號B1,2022/01/20,2022/02/20,在職
農企業數位轉型跨域經營人才養成培訓班第一梯次,高雄市苓雅區成功一路232號15樓,2022/01/20,2022/07/27,青年
不動產經紀營業員專業訓練班第01期,高雄市新興區中山二路472號5樓之8,2022/01/19,2022/02/15,在職
不動產經紀人專業訓練班,高雄市新興區中山二路472號5樓之8,2022/01/19,2022/02/14,在職
不動產經紀人專業輔導班第01期,高雄市三民區九如二路150號17樓,2022/01/19,2022/02/19,在職
烘焙食品麵包實作班第01期,高雄市鳳山區和平路42號,2022/01/19,2022/02/19,在職
SolidWorks 3D繪圖設計標準課程班第01期,高雄市楠梓區高楠公路1001號2樓,2022/01/19,2022/03/05,在職
不動產經紀人專業訓練實務班第01期,高雄市前鎮區民權二路462號11樓,2022/01/19,2022/02/19,在職
咖啡豆烘焙實務高階班,高雄市新興區七賢一路469號8樓之3,2022/01/18,2022/02/12,在職
越南文化會話班第01期,高雄市苓雅區中正二路175號13樓之3,2022/01/18,2022/03/17,在職
太陽光電設計班第01期,高雄市左營區政德路595號2樓,2022/01/18,2022/02/12,在職
咖啡萃取、調製與拉花技能實務班,高雄市新興區七賢一路469號8樓之3,2022/01/18,2022/02/10,在職
資訊安全管理與應用班第01期,高雄市三民區博愛一路287號9樓,2022/01/14,2022/02/13,在職
智慧農業植保機應用班第03期,高雄市三民區博愛一路391號3F-1,2022/01/12,2022/02/12,在職
Raspberry Pi 樹莓派GPIO與Python應用班第02期,高雄市三民區博愛一路391號3F-1,2022/01/12,2022/02/12,在職
BIM營造施工模型軟體實務班第02期,高雄市三民區建工路415號,2022/01/12,2022/02/12,在職
國際企業經營班一年期越語組,高雄市鼓山區,2022/01/11,2022/06/30,青年
國際企業經營班一年期英語組(高雄),高雄市鼓山區,2022/01/11,2022/06/30,青年
ISO 9606-1國際銲工培訓與檢定課程第一梯次,高雄市楠梓區高楠公路1001號,2022/01/09,2022/06/29,青年
ISO 9606-1國際銲工培訓與檢定課程第二梯次,高雄市楠梓區高楠公路1001號,2022/01/09,2022/09/29,青年
IC封裝與測試設備工程師人才養成班,高雄市鳥松區,2022/01/03,2022/07/14,青年
高雄大學先進製程整合封裝設備人才養成班,高雄市楠梓區,2022/01/03,2022/07/18,青年
5G產業市場應用與AIOT關鍵技術人才培育班第一梯次,高雄市楠梓區卓越路2號,2022/01/01,2022/06/29,青年
5G產業市場應用與AIOT關鍵技術人才培育班第二梯次,高雄市三民區建工路415號,2022/01/01,2022/12/30,青年
電腦數值控制與機械加工 第01期,高雄市,2021/12/27,2022/03/22,職前
電腦輔助創意設計與製造 第01期,高雄市,2021/12/27,2022/03/22,職前
可程式機電控制 第01期,高雄市,2021/12/27,2022/03/22,職前
會展產業(MICE)人才培訓 第01期,高雄市,2021/12/27,2022/03/22,職前
室內及工業配線 第01期,高雄市,2021/12/27,2022/03/15,職前
旅遊從業人員 第01期,高雄市,2021/12/27,2022/03/15,職前
國際貿易行銷 第01期,高雄市,2021/12/27,2022/03/15,職前
電機控制基礎第01期,高雄市,2021/12/17,2022/02/12,在職
可程式控制第01期,高雄市,2021/12/17,2022/02/12,在職
油壓控制基礎第01期,高雄市,2021/12/17,2022/02/12,在職
一般手工電銲第01期,高雄市,2021/12/17,2022/02/14,在職
機械加工-車床第01期,高雄市,2021/12/17,2022/02/14,在職
CNC銑床第01期,高雄市,2021/12/17,2022/02/12,在職
人工智慧整合視覺影像辨識實務班第01期,高雄市三民區堯山街8號,2021/12/15,2022/02/12,在職
智能家電與雲端物聯網感測元件控制開發設計班第01期,高雄市三民區中山一路318號3樓電腦教室,2021/12/15,2022/01/15,在職
AI深度學習實務班第01期,高雄市前鎮區中山二路2號25樓之5,2021/12/10,2022/01/10,在職
Python人工智慧應用開發班第01期,高雄市苓雅區三多一路186號(行政大樓8樓),2021/12/09,2022/01/09,在職
育兒照顧技巧實務班第03期,高雄市三民區大昌二路67號5樓之1,2021/12/01,2021/12/31,在職
房地產買賣實務班第01期,高雄市苓雅區光華一路206號17樓之5,2021/12/01,2021/12/31,在職
手作布藝進階班第02期,高雄市前鎮區鎮中路6號9樓,2021/11/30,2021/12/30,在職
建築線實務及公設保留地開發利用訓練班,高雄市新興區中山二路472號9樓之9,2021/11/30,2021/12/30,在職
育兒照顧技巧實務班第02期,高雄市三民區大昌二路67號5樓之1,2021/11/30,2021/12/30,在職
西餐料理達人班,高雄市左營區民族一路679號1樓,2021/11/30,2021/12/30,在職
抵押權之運用及遺產規劃實務班第01期,高雄市苓雅區光華一路206號17樓之5,2021/11/30,2021/12/30,在職
影視特效人體彩繪班第03期,高雄市鼓山區文忠路108號2樓,2021/11/30,2021/12/30,在職
包租代管與房屋買賣租賃評估實務班第01期,高雄市苓雅區光華一路206號17樓之5,2021/11/29,2021/12/29,在職
烘焙伴手禮製作班,高雄市新興區七賢二路7號,2021/11/29,2021/12/29,在職
時尚整體造型進階班,高雄市左營區博愛三路435號B1,2021/11/29,2021/12/29,在職
中餐烹調技能班第02期,高雄市仁武區鳳仁路253號1樓,2021/11/29,2021/12/29,在職
食物製備暨中西點心班第01期,高雄市苓雅區中正一路102號,2021/11/29,2021/12/29,在職
生活職場英語會話班第02期,高雄市前鎮區民權二路8號25樓,2021/11/29,2021/12/29,在職
育兒照顧技巧實務班第01期,高雄市三民區大昌二路67號5樓之1,2021/11/29,2021/12/29,在職
南洋中廚環遊料理班,高雄市左營區民族一路679號,2021/11/29,2021/12/29,在職
花飾設計應用班,高雄市三民區建國二路34號13樓,2021/11/28,2021/12/28,在職
越南語基礎班第02期,高雄市鳳山區南京路146號,2021/11/28,2021/12/28,在職
堆高機操作人員訓練班第05期,高雄市前鎮區瑞隆路472號2樓,2021/11/28,2021/12/28,在職
日語能力提升進階班第01期,高雄市三民區九如二路255號12樓之一,2021/11/28,2021/12/28,在職
數位攝影技巧暨商品拍攝實務班第01期,高雄市苓雅區光華一路206號17樓之5,2021/11/28,2021/12/28,在職
夢幻婚紗飾品進階班,高雄市左營區博愛三路435號B1,2021/11/28,2021/12/28,在職
園藝作物栽培實作班第02期,高雄市鳳山區南京路330巷7號,2021/11/27,2021/12/27,在職
吊升荷重在三公噸以上之固定式起重機(架空式-地面操作)人員訓練班第02期,高雄市岡山區中山北路28號5樓,2021/11/27,2021/12/27,在職
房地產常見之民事訴訟及處理實務班第01期,高雄市三民區九如二路150號17樓,2021/11/27,2021/12/29,在職
西式甜點麵包烘焙班第01期,高雄市苓雅區中正一路102號,2021/11/26,2021/12/26,在職
記帳士專業進階訓練班第03期,高雄市前金區五福三路21號7樓,2021/11/26,2021/12/26,在職
皮革氣墊涼鞋設計實作班第01期,高雄市前鎮區中山三路132號,2021/11/26,2021/12/26,在職
中餐烹飪班第01期,高雄市鳳山區和平路42號,2021/11/26,2021/12/26,在職
經絡調理實務應用班第01期,高雄市前金區中華四路283號5樓,2021/11/26,2021/12/26,在職
土地登記及代書作業實務班第01期,高雄市三民區九如二路150號17樓,2021/11/25,2021/12/25,在職
馬丁靴與帆船鞋實作班第01期,高雄市前鎮區中山三路132號,2021/11/25,2021/12/25,在職
中餐烹調班第02期,高雄市鳳山區和平路42號,2021/11/25,2021/12/25,在職
咖啡事業技能建構實務班,高雄市新興區七賢一路469號8樓之3,2021/11/24,2021/12/24,在職
韓國文化與韓語入門班第01期,高雄市三民區九如二路255號12樓之一,2021/11/24,2021/12/24,在職
Linux企業實務應用班第02期,高雄市前鎮區中山二路2號25樓之5,2021/11/23,2021/12/23,在職
不動產經紀營業員專業訓練B班第09期,高雄市新興區中山二路472號5樓之8,2021/11/22,2021/12/22,在職
電子商務行銷與雲端工具運用實務班第01期,高雄市新興區中山二路472號12樓之12,2021/11/21,2021/12/28,在職
荷重在一公噸以上之堆高機操作人員訓練班第01期,高雄市前鎮區一心二路128號8樓之2,2021/11/21,2021/12/21,在職
文創商品彩繪設計師資培訓班第01期,高雄市鳳山區南京路146號,2021/11/20,2021/12/20,在職
民俗調理業經絡調理技術員職能基準課程班第02期,高雄市三民區自由一路52號,2021/11/19,2021/12/25,在職
投資工具與金融商品操作實務班第02期,高雄市鼓山區中華一路336號5樓之3訓練教室,2021/11/19,2021/12/19,在職
園藝盆栽培植班第02期,高雄市鳳山區維新路124號D棟11樓之3,2021/11/19,2021/12/19,在職
交通事故處理與分析訓練班第10期,高雄市三民區博愛一路391號3F-1,2021/11/19,2021/12/19,在職
商務英文口譯人才進階訓練班第02期,高雄市前金區大同二路145號5樓之五,2021/11/19,2021/12/19,在職
手機拍攝技巧實務班第02期,高雄市苓雅區光華一路206號17樓之5,2021/11/18,2021/12/18,在職
民俗調理業傳統整復推拿技術員職能課程班第03期,高雄市大寮區鳳屏一路556~560號2樓,2021/11/18,2021/12/18,在職
SOLIDWORKS進階課程班第02期,高雄市楠梓區高楠公路1001號2樓,2021/11/18,2021/12/18,在職
金融商品暨財管實務班第01期,高雄市苓雅區中正一路249號7樓之1,2021/11/18,2021/12/18,在職
BIM營造施工模型Revit軟體實務應用基礎班第02期,高雄市三民區建工路415號,2021/11/18,2021/12/18,在職
營建土木施工人才培訓班 第01期,高雄市,2021/11/18,2021/12/29,職前
建築物漏水診斷及處理實務班第01期,高雄市鼓山區中華一路336號5樓-3,2021/11/16,2021/12/21,在職
3D列印珠寶建模設計A班第03期,高雄市前鎮區中山三路132號,2021/11/16,2021/12/16,在職
生活傢飾彩繪實務班第02期,高雄市鳳山區維新路124號D棟11樓之3,2021/11/16,2021/12/16,在職
財產繼承與相關稅務規劃實務班第03期,高雄市三民區博愛一路391號3F-1,2021/11/16,2021/12/16,在職
固定式起重機架空式機上操作人員訓練班第04期,高雄市前鎮區瑞隆路472號2樓,2021/11/15,2021/12/15,在職
數位講師授課技巧實務班第02期,高雄市三民區博愛一路391號3F-1,2021/11/15,2021/12/15,在職
施工架組配作業主管訓練班第01期,高雄市新興區七賢一路251號14樓,2021/11/15,2021/12/15,在職
紫微斗數實務班第02期,高雄市前鎮區鎮中路6號8樓,2021/11/14,2021/12/14,在職
沖壓鈑金產品開發與設計實務培訓班第01期,高雄市楠梓區高楠公路1001號2樓教室,2021/11/14,2021/12/14,在職
肌膚管理班第02期,高雄市新興區民生一路206號6樓之1、2,2021/11/13,2021/12/13,在職
百搭實穿襯衫式連身裙裝製作進階班第01期,高雄市苓雅區福德三路353巷60號3樓,2021/11/13,2021/12/13,在職
自媒體影像視覺吸睛術Illustrator＆Photoshop實務班,高雄市鳳山區光遠路226號B1,2021/11/13,2021/12/13,在職
太陽光電系統開發班第01期,高雄市左營區政德路595號2樓,2021/11/12,2021/12/12,在職
咖啡烘焙實務班,高雄市新興區七賢一路469號8樓之3,2021/11/12,2021/12/12,在職
沙與藝術遊戲運用實務班第02期,高雄市苓雅區中山二路412號6樓之3,2021/11/12,2021/12/12,在職
室內裝修工程管理專業人員培訓班第01期,高雄市三民區建國二路255號3樓,2021/11/12,2021/12/19,在職
化妝品配方設計與調製實作進階班第02期,高雄市前金區中華三路中華三路77-1號12樓之1訓練教室(三),2021/11/12,2021/12/12,在職
影音剪輯與數位行銷實務班第01期,高雄市三民區中山一路318號,2021/11/11,2021/12/18,在職
營業用動力小船駕駛訓練班第01期,高雄市前鎮區漁港南一路35號3樓,2021/11/11,2021/12/11,在職
電腦軟體應用(丙)班第01期,高雄市三民區中山一路318號,2021/11/11,2021/12/11,在職
英語聽力與口說應用班第01期,高雄市三民區九如二路255號12樓之一,2021/11/10,2021/12/10,在職
製造業精實生產實務運用班第01期,高雄市楠梓區高楠公路1001號2樓教室,2021/11/10,2021/12/10,在職
烏克麗麗實務班第02期,高雄市鳳山區南京路330巷7號,2021/11/09,2021/12/09,在職
人體下肢經絡調理實作班第01期,高雄市三民區建工路,2021/11/08,2021/12/08,在職
不動產經紀營業員專業訓練A班第09期,高雄市新興區中山二路472號5樓之8,2021/11/08,2021/12/08,在職
徒手按摩實務班第01期,高雄市三民區自由一路52號,2021/11/08,2021/12/08,在職
不動產營業員進階訓練班第02期,高雄市苓雅區光華一路206號17樓之5,2021/11/08,2021/12/08,在職
物流從業人員 第01期,高雄市,2021/11/08,2022/01/25,職前
水電技術 第01期,高雄市,2021/11/08,2022/01/18,職前
買賣房屋評估與修繕工程實務班第01期,高雄市苓雅區光華一路206號17樓之5,2021/11/07,2021/12/07,在職
拼布手作應用班第02期,高雄市鳳山區維新路124號D棟11樓之3,2021/11/07,2021/12/07,在職
花禮園藝種植應用實務班第02期,高雄市前鎮區鎮中路6號9樓,2021/11/07,2021/12/07,在職
甲種職業安全衛生業務主管教育訓練班第01期,高雄市小港區漢民路232號5樓,2021/11/06,2021/12/06,在職
非破壞檢測技術及應用訓練班第01期,高雄市楠梓區高楠公路1001號2樓教室,2021/11/06,2021/12/06,在職
水肺潛水訓練B班第01期,高雄市大寮區進學路151號,2021/11/06,2021/12/06,在職
Line Bot訊息聊天機器人實務班第01期,高雄市前鎮區中山二路2號25樓之5,2021/11/06,2021/12/22,在職
Python與物聯網MicroPython應用實務班第01期,高雄市三民區中山一路318號,2021/11/06,2021/12/13,在職
多益英語能力提升進階班第04期,高雄市三民區九如二路255號12樓之一,2021/11/06,2021/12/13,在職
共有物處分法律觀點實務班第01期,高雄市三民區九如二路150號17樓,2021/11/06,2021/12/12,在職
擋土支撐作業主管教育訓練班第01期,高雄市苓雅區中正一路315號4樓之2,2021/11/06,2021/12/06,在職
建築物機水電介面整合及品質管理實務訓練班第01期,高雄市鼓山區中華一路336號5樓-3,2021/11/05,2021/12/05,在職
地政士新手實務班第01期,高雄市三民區九如二路150號17樓,2021/11/05,2021/12/26,在職
外匯交易實務應用班第01期,高雄市苓雅區中正二路175號13樓之3,2021/11/05,2021/12/05,在職
勞動法令管理與實務解析運用班第01期,高雄市苓雅區中正一路372號6樓之1,2021/11/05,2021/12/05,在職
新版ISO9001:2015品質管理系統輔導人員訓練班第01期,高雄市新興區中山二路472號12樓之12,2021/11/05,2021/12/05,在職
多益英語能力提升班第08期,高雄市三民區九如二路255號12樓之一,2021/11/05,2021/12/05,在職
口語表達與自我行銷班,高雄市苓雅區福德三路353巷60號3樓,2021/11/04,2021/12/04,在職
農地法規與農舍興建實務班第01期,高雄市三民區九如二路150號17樓,2021/11/04,2021/12/04,在職
不動產信託登記實務班第01期,高雄市三民區九如二路150號17樓,2021/11/04,2021/12/26,在職
木作工藝進階班第02期,高雄市前鎮區鎮中路6號9樓教室,2021/11/04,2021/12/04,在職
室內空間設計實務班第01期,高雄市三民區建國二路255號2樓,2021/11/04,2021/12/25,在職
產後母嬰健康照護實務班第01期,高雄市三民區大昌二路67號5樓之1,2021/11/04,2021/12/04,在職
資料庫設計與大數據處理實務班第01期,高雄市前鎮區中山二路2號25樓之5,2021/11/04,2021/12/11,在職
樂齡陪談技巧實務班第11期,高雄市前金區中山二路507號8樓,2021/11/04,2021/12/04,在職
嬰幼兒按摩與產婦哺育技巧運用班第01期,高雄市苓雅區中山二路412號6樓之3,2021/11/04,2021/12/04,在職
不動產經紀人專業訓練班第02期,高雄市苓雅區光華一路206號17樓之5,2021/11/02,2021/12/02,在職
BIM 模型檢核NAVISWORKS實務學士學分班第01期,高雄市楠梓區海專路142號,2021/11/02,2021/11/27,在職
