課程名稱,上課地點,開放報名,開課日期,性質
移地訓練－烘焙實務技能培訓班（勞動學苑） 第01期,彰化縣,2020/03/12,2020/05/18,職前
工具機械設計暨3D列印應用班 第01期,彰化縣,2020/03/10,2020/04/22,職前
剪髮及美髮專業技能培訓班（勞動學苑） 第01期,彰化縣,2020/03/10,2020/04/21,職前
製茶技術暨飲料調製技能培訓班 第01期,彰化縣,2020/03/09,2020/04/27,職前
創意養生料理及坐月子服務培訓班 第01期,彰化縣,2020/03/05,2020/08/10,職前
工業設計職人專業技能訓練班 第01期,彰化縣,2020/03/02,2020/04/16,職前
服裝打版縫紉技能班第01期,彰化縣,2020/03/01,2020/05/02,在職
CIS企業識別設計與平面排版印刷實務班 第01期,彰化縣,2020/02/27,2020/08/06,職前
早午餐輕食料理創意班 第01期,彰化縣,2020/02/25,2020/04/14,職前
造園景觀設計暨工程實務班 第01期,彰化縣,2020/02/25,2020/05/13,職前
咖啡產業經營與社群行銷班 第01期,彰化縣,2020/02/20,2020/03/18,職前
日式商業零耗損麵包技能行銷班(勞動學苑) 第01期,彰化縣,2020/02/19,2020/03/23,職前
企業網站經營暨商品拍攝編輯培訓班 第01期,彰化縣,2020/02/18,2020/04/30,職前
手作烘焙與創意輕食咖啡拉花行銷班 第01期,彰化縣,2020/02/18,2020/03/31,職前
休閒觀光企劃行銷管理培訓班 第01期,彰化縣,2020/02/13,2020/03/25,職前
產品包裝設計與廣告排版印刷實務B班 第01期,彰化縣,2020/02/12,2020/04/29,職前
工業製圖與電腦繪圖應用設計實務班 第01期,彰化縣,2020/02/12,2020/03/30,職前
國際貿易實務班第01期,彰化縣,2020/02/01,2020/04/18,在職
電腦輔助機械製圖班(SolidWorks)第01期,彰化縣,2020/02/01,2020/04/11,在職
電腦輔助機械製圖班(SolidWorks)第01期,彰化縣,2020/02/01,2020/04/07,在職
品牌形象設計暨3D列印實務班(勞動學苑) 第02期,彰化縣,2020/01/22,2020/04/14,職前
鞋業生產管理暨智能製造人才培訓班 第01期,彰化縣,2020/01/17,2020/03/24,職前
數位平面與網頁設計暨電子商務行銷應用班 第01期,彰化縣,2020/01/10,2020/02/27,職前
雲端行動辦公室軟體應用班第01期,彰化縣,2020/01/01,2020/03/03,在職
影像編修技能班第01期,彰化縣,2020/01/01,2020/03/07,在職
健康早午餐暨烘焙技術培訓班 第01期,彰化縣,2019/12/25,2020/03/12,職前
網頁設計及數位影像處理班(勞動學苑) 第01期,彰化縣,2019/12/11,2020/02/15,職前
產後寶寶及產婦護理照護之月嫂人員培訓班 第01期,彰化縣,2019/11/22,2020/02/24,職前
社群廣告投放成效數據與分析-文案企劃暨視覺設計行銷班 第01期,彰化縣,2019/11/18,2020/01/06,職前
時尚餐點烘焙及咖啡調製創意班 第01期,彰化縣,2019/10/23,2019/11/12,職前
鞋業產品開發人才培訓班 第01期,彰化縣,2019/10/21,2019/12/03,職前
時下日式商業零耗損麵包技能行銷班 第01期,彰化縣,2019/10/18,2019/11/11,職前
電腦繪圖技能養成與工業產品開發設計班 第01期,彰化縣,2019/10/15,2019/11/15,職前
托育人員專業訓練課程甲班(彰化員林平日班) 第01期,彰化縣,2019/10/02,2019/11/01,職前
中餐烹調暨健康料理技能實務班 第01期,彰化縣,2019/10/01,2019/11/04,職前
鞋廠管理實務暨樣品開發培訓班 第01期,彰化縣,2019/09/11,2019/09/25,職前
用視覺設計說故事-社群行銷廣告投放暨數據分析實作班 第01期,彰化縣,2019/09/10,2019/10/14,職前
辦公室文書應用與電腦美工設計實務班 第01期,彰化縣,2019/09/05,2019/10/25,職前
移地訓練-咖啡拉花暨中西式烘焙行銷班(勞動學苑) 第04期,彰化縣,2019/09/02,2019/10/21,職前
托育人員專業訓練課程甲班(彰化員林假日班) 第01期,彰化縣,2019/08/21,2019/09/21,職前
照服員職前專班(花壇馨滋) 第01期,彰化縣,2019/08/20,2019/09/16,職前
機械與工業產品繪圖實務班 第01期,彰化縣,2019/08/19,2019/10/14,職前
銀髮健康促進活動指導員培訓班 第02期,彰化縣,2019/08/16,2019/09/18,職前
工業產品開發設計與電腦繪圖應用實務班 第01期,彰化縣,2019/08/14,2019/09/27,職前
商品攝影與網拍修圖實務班第02期,彰化縣,2019/08/12,2019/10/19,在職
工業繪圖設計人才培訓班 第01期,彰化縣,2019/08/08,2019/10/07,職前
微創商品品牌設計暨行銷實務班 第01期,彰化縣,2019/08/07,2019/10/02,職前
工業數位模型建構與出圖實務班 第01期,彰化縣,2019/08/06,2019/09/27,職前
烘焙早午餐輕食咖啡行銷班 第01期,彰化縣,2019/08/05,2019/09/30,職前
服裝構成與袋物打版技術班 第01期,彰化縣,2019/08/01,2019/09/30,職前
照服員職前A班(永靖葳群) 第01期,彰化縣,2019/08/01,2019/08/19,職前
電腦輔助機械製圖班(B)(勞動學苑) 第04期,彰化縣,2019/08/01,2019/10/31,職前
雲端OFFICE與手機APP工作術實務班（勞動學苑） 第04期,彰化縣,2019/08/01,2019/10/14,職前
品牌形象設計暨3D列印實務班(勞動學苑) 第04期,彰化縣,2019/07/31,2019/09/27,職前
照服員職前乙班(永靖葳群) 第01期,彰化縣,2019/07/18,2019/09/16,職前
電子商務與網站設計實務班第02期,彰化縣,2019/07/12,2019/09/24,在職
風味手作烘焙時尚飲品網路行銷班 第02期,彰化縣,2019/07/10,2019/09/16,職前
托育人員專業訓練課程甲班(彰化員林) 第01期,彰化縣,2019/07/08,2019/08/16,職前
電腦輔助機械製圖班(SolidWorks)第03期,彰化縣,2019/07/01,2019/08/31,在職
太陽光電暨永續能源實務運用班 第01期,彰化縣,2019/07/01,2019/08/28,職前
工業製圖與3D模型建構班 第01期,彰化縣,2019/06/29,2019/07/26,職前
電腦美工設計與平面排版印刷實務班 第01期,彰化縣,2019/06/28,2019/07/31,職前
照顧服務員職前己班(員林家樂福) 第01期,彰化縣,2019/06/26,2019/07/26,職前
電腦輔助機械製圖班(SolidWorks)第04期,彰化縣,2019/06/21,2019/08/27,在職
照顧服務員職前丁班(員林家樂福) 第01期,彰化縣,2019/06/12,2019/07/12,職前
ISO 9001品質管理養成訓練班第01期,彰化縣,2019/06/01,2019/07/27,在職
移地訓練-汽車保養修護實務班(勞動學苑) 第03期,彰化縣,2019/05/29,2019/09/09,職前
社群經營與網路數位行銷班(勞動學苑) 第03期,彰化縣,2019/05/28,2019/07/22,職前
經典咖啡烘焙養生麵包行銷培訓班(勞動學苑) 第02期,彰化縣,2019/05/20,2019/07/01,職前
照服員職前甲班(彰化紅十字) 第01期,彰化縣,2019/05/20,2019/07/22,職前
照服員職前專班(彰化秀傳) 第01期,彰化縣,2019/05/15,2019/07/03,職前
時尚新娘秘書班 第01期,彰化縣,2019/05/01,2019/05/13,職前
照顧服務員在職丙班(員林家樂福) 第01期,彰化縣,2019/05/01,2019/06/01,職前
商業設計應用實務班第01期,彰化縣,2019/04/26,2019/07/13,在職
多媒體網頁貼圖設計職能培訓班(青年專班)第01期,(500)彰化縣彰化市中正路一段542號,2019/04/23,2019/05/27,青年
全方位新娘秘書美妍造型設計人才養成班(勞動學苑) 第01期,彰化縣,2019/04/23,2019/07/15,職前
服裝打版縫紉技能班第01期,彰化縣,2019/04/19,2019/06/29,在職
電腦輔助機械製圖班(AutoCAD)第01期,彰化縣,2019/04/19,2019/07/06,在職
國際貿易實務班第02期,彰化縣,2019/04/12,2019/06/15,在職
照服員在職專班(埔心部彰) 第01期,彰化縣,2019/04/08,2019/05/13,職前
製茶技術與電商數位行銷技能培訓班 第01期,彰化縣,2019/04/04,2019/04/22,職前
照顧服務員職前戊班(員林家樂福) 第01期,彰化縣,2019/04/02,2019/05/03,職前
移地訓練-室內空間設計實務班(勞動學苑) 第02期,彰化縣,2019/04/01,2019/06/18,職前
照服員自訓自用班(芳苑宏恩) 第01期,彰化縣,2019/04/01,2019/05/20,職前
機車、電動車暨噴射引擎維修及職場實務訓練班 第01期,彰化縣,2019/03/30,2019/06/20,職前
機電整合及職場實務訓練班 第01期,彰化縣,2019/03/26,2019/07/04,職前
太陽光電暨永續能源與資源管理實務班 第01期,彰化縣,2019/03/26,2019/07/01,職前
室內配線基礎培訓班 第01期,彰化縣,2019/03/25,2019/08/05,職前
電腦輔助機械製圖班(A)(勞動學苑) 第02期,彰化縣,2019/03/22,2019/05/28,職前
廣告視覺設計暨網拍經營實務班 第01期,彰化縣,2019/03/21,2019/08/01,職前
照服員職前B班(彰化博揚) 第01期,彰化縣,2019/03/19,2019/05/27,職前
照服員職前甲班(永靖葳群) 第01期,彰化縣,2019/03/19,2019/04/16,職前
照服員職前2班(二林慈恩) 第01期,彰化縣,2019/03/18,2019/04/08,職前
照服員職前3班(二林慈恩) 第01期,彰化縣,2019/03/18,2019/08/27,職前
剪髮及美髮造型培訓班(勞動學苑) 第01期,彰化縣,2019/03/18,2019/04/26,職前
Solidworks產品設計暨3D列印實務班 第01期,彰化縣,2019/03/15,2019/08/19,職前
烘焙及飲料調製培訓班 第01期,彰化縣,2019/03/12,2019/04/29,職前
門市行政與市場經營管理培訓班 第01期,彰化縣,2019/03/12,2019/07/05,職前
鞋業生產管理人才培訓班 第02期,彰化縣,2019/03/11,2019/06/18,職前
照服員職前C班(彰化弘揚) 第01期,彰化縣,2019/03/11,2019/09/04,職前
照服員職前A班(彰化弘揚) 第01期,彰化縣,2019/03/11,2019/04/12,職前
照服員職前專班(鹿港彰濱秀傳) 第01期,彰化縣,2019/03/11,2019/05/06,職前
創意養生料理及坐月子服務培訓班 第01期,彰化縣,2019/03/11,2019/08/05,職前
服裝設計美學製作班 第01期,彰化縣,2019/03/08,2019/05/16,職前
在地農產創意加工暨推廣實務班 第01期,彰化縣,2019/03/08,2019/05/07,職前
CNC數值控制暨程式設計班 第01期,彰化縣,2019/03/08,2019/07/01,職前
照服員在職2班(彰化美嘉) 第01期,彰化縣,2019/03/08,2019/04/27,職前
電子商務與網站設計實務班第01期,彰化縣,2019/03/08,2019/05/07,在職
美容整體造型班第01期,彰化縣,2019/03/08,2019/05/21,在職
養生月子餐料理製作行銷培訓班(勞動學苑) 第01期,彰化縣,2019/03/05,2019/03/25,職前
咖啡及烘焙暨網路行銷班 第01期,彰化縣,2019/03/05,2019/04/09,職前
造園景觀創作設計實務班 第01期,彰化縣,2019/03/04,2019/06/03,職前
電腦輔助設計繪圖實務班 第01期,彰化縣,2019/03/04,2019/03/26,職前
照服員訓練職前乙班(彰化切膚之愛) 第01期,彰化縣,2019/03/01,2019/06/03,職前
服飾縫紉及多媒飾品製作班(勞動學苑) 第01期,彰化縣,2019/03/01,2019/04/24,職前
照服員在職專班(埔心松柏) 第01期,彰化縣,2019/02/26,2019/08/03,職前
照顧服務員職前甲班(員林家樂福) 第01期,彰化縣,2019/02/25,2019/03/25,職前
課後安親課輔及兒童補教師資人員培訓班 第01期,彰化縣,2019/02/23,2019/05/14,職前
工業精品研發實務班 第01期,彰化縣,2019/02/22,2019/04/26,職前
商業產品包裝設計實務班 第02期,彰化縣,2019/02/22,2019/04/22,職前
雲端e化行政暨網路資源運用訓練班 第01期,彰化縣,2019/02/21,2019/04/03,職前
影音剪輯特效設計班 第01期,彰化縣,2019/02/20,2019/03/20,職前
創意烘焙與飲調技能培訓班 第01期,彰化縣,2019/02/18,2019/03/22,職前
時尚餐飲料職人技能培訓班 第01期,彰化縣,2019/02/18,2019/04/01,職前
在地農產創意加工暨推廣實務班 第01期,彰化縣,2019/03/08,2019/05/07,職前
CNC數值控制暨程式設計班 第01期,彰化縣,2019/03/08,2019/07/01,職前
照服員在職2班(彰化美嘉) 第01期,彰化縣,2019/03/08,2019/04/27,職前
電子商務與網站設計實務班第01期,彰化縣,2019/03/08,2019/05/07,在職
美容整體造型班第01期,彰化縣,2019/03/08,2019/05/21,在職
養生月子餐料理製作行銷培訓班(勞動學苑) 第01期,彰化縣,2019/03/05,2019/03/25,職前
咖啡及烘焙暨網路行銷班 第01期,彰化縣,2019/03/05,2019/04/09,職前
造園景觀創作設計實務班 第01期,彰化縣,2019/03/04,2019/06/03,職前
電腦輔助設計繪圖實務班 第01期,彰化縣,2019/03/04,2019/03/26,職前
照服員訓練職前乙班(彰化切膚之愛) 第01期,彰化縣,2019/03/01,2019/06/03,職前
服飾縫紉及多媒飾品製作班(勞動學苑) 第01期,彰化縣,2019/03/01,2019/04/24,職前
照服員在職專班(埔心松柏) 第01期,彰化縣,2019/02/26,2019/08/03,職前
照顧服務員職前甲班(員林家樂福) 第01期,彰化縣,2019/02/25,2019/03/25,職前
課後安親課輔及兒童補教師資人員培訓班 第01期,彰化縣,2019/02/23,2019/05/14,職前
工業精品研發實務班 第01期,彰化縣,2019/02/22,2019/04/26,職前
商業產品包裝設計實務班 第02期,彰化縣,2019/02/22,2019/04/22,職前
雲端e化行政暨網路資源運用訓練班 第01期,彰化縣,2019/02/21,2019/04/03,職前
影音剪輯特效設計班 第01期,彰化縣,2019/02/20,2019/03/20,職前
創意烘焙與飲調技能培訓班 第01期,彰化縣,2019/02/18,2019/03/22,職前
時尚餐飲料職人技能培訓班 第01期,彰化縣,2019/02/18,2019/04/01,職前
ISO 9001品質管理養成訓練班第01期,彰化縣,2021/05/01,2021/08/14,在職
